 => 1, a, north
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_B => 1, d, west
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
robot_A => 2, d, east
